index,season,date,matchday,h_team,a_team,h_goals,a_goals,h_ht_goals,a_ht_goals,h_shots_on_goal,a_shots_on_goal,h_distance,a_distance,a_possession,h_possession (in percent),h_possession,a_possession (in percent),h_fouls,a_fouls,h_got_fouled,a_got_fouled,h_red,a_red,h_yellow,a_yellow,h_corners,a_corners
1681,20-21,Mar 07 2021,20,Randers,Lyngby,1,2,1,0,13,12,112.09,110.5,0.58,42,0.42,58,17,14,4,10,1,0,5,2,3,4
1682,20-21,Mar 07 2021,20,Brøndby,København,2,1,0,0,7,15,120.37,119.6,0.54,46,0.46,54,12,4,12,11,0,0,1,3,3,4
1683,20-21,Mar 07 2021,20,Midtjylland,AGF,0,1,0,1,10,11,122.02,117.7,0.41,59,0.59,41,15,17,10,11,0,0,2,2,9,2
1684,20-21,Mar 07 2021,20,Nordsjælland,Horsens,2,2,1,1,12,12,123.11,118.73,0.38,62,0.62,38,13,10,9,13,0,0,4,2,2,6
1685,20-21,Mar 07 2021,20,Vejle,OB,2,0,0,0,11,10,128.17,124.66,0.5,50,0.5,50,17,14,14,10,0,0,4,1,10,3
1686,20-21,Mar 08 2021,20,AaB,Sønderjyske,1,0,0,0,6,10,114.94,117.06,0.52,48,0.48,52,19,11,16,9,0,0,3,3,13,8
1687,20-21,Mar 12 2021,21,Lyngby,Nordsjælland,0,3,0,1,15,15,123.27,124.92,0.5,50,0.5,50,14,12,8,13,1,0,2,4,5,5
1688,20-21,Mar 14 2021,21,Sønderjyske,Horsens,2,0,2,0,12,14,120.82,120.14,0.55,45,0.45,55,8,15,9,13,0,0,1,0,5,3
1689,20-21,Mar 14 2021,21,Vejle,AaB,0,2,0,1,15,10,113.38,114.23,0.44,56,0.56,44,18,18,19,17,0,0,1,3,7,8
1690,20-21,Mar 14 2021,21,OB,Brøndby,0,3,0,3,11,13,120.27,122.41,0.66,34,0.34,66,6,6,9,12,0,0,1,0,6,7
1691,20-21,Mar 14 2021,21,København,Midtjylland,0,0,0,0,10,11,108.19,110.24,0.47,53,0.53,47,18,15,8,13,0,0,4,4,4,4
1692,20-21,Mar 15 2021,21,AGF,Randers,1,1,1,0,13,10,120.89,121.02,0.51,49,0.49,51,9,14,5,11,0,0,3,3,4,6
1693,20-21,Mar 21 2021,22,Brøndby,AGF,1,1,1,1,10,12,113.23,112.27,0.37,63,0.63,37,13,6,10,15,0,0,4,3,3,6
1694,20-21,Mar 21 2021,22,Midtjylland,Vejle,5,0,2,0,17,9,112.52,115.1,0.48,52,0.52,48,10,4,9,8,0,1,3,0,6,3
1695,20-21,Mar 21 2021,22,Randers,København,2,1,1,1,7,18,117.96,120.04,0.61,39,0.39,61,7,10,15,9,0,0,1,2,4,0
1696,20-21,Mar 21 2021,22,Horsens,Lyngby,1,2,0,2,13,16,120.02,122.48,0.56,44,0.44,56,17,7,15,16,0,0,3,3,6,1
1697,20-21,Mar 21 2021,22,Nordsjælland,Sønderjyske,2,1,2,0,9,12,111.13,113.6,0.5,50,0.5,50,10,8,15,12,0,0,3,1,5,5
1698,20-21,Mar 21 2021,22,AaB,OB,0,2,0,1,13,9,116.34,124.36,0.46,54,0.54,46,9,11,13,10,0,0,1,2,5,6
1699,20-21,Apr 04 2021,23,Horsens,OB,1,1,1,0,12,11,116.47,115.71,0.6,40,0.4,60,12,12,10,11,0,0,0,3,8,3
1700,20-21,Apr 04 2021,23,Nordsjælland,AGF,2,0,1,0,11,17,111.13,112.49,0.46,54,0.54,46,10,12,9,9,0,0,1,2,8,1
1701,20-21,Apr 05 2021,23,AaB,Sønderjyske,3,2,1,1,15,16,111.59,114.5,0.5,50,0.5,50,19,10,11,11,0,0,4,2,8,2
1702,20-21,Apr 05 2021,23,København,Randers,2,1,2,1,10,7,112.87,114.3,0.43,57,0.57,43,13,10,17,14,0,0,0,1,0,7
1703,20-21,Apr 05 2021,23,Midtjylland,Brøndby,1,0,1,0,10,11,118.8,115.86,0.69,31,0.31,69,6,11,13,22,0,0,2,2,5,5
1704,20-21,Apr 06 2021,23,Lyngby,Vejle,0,0,0,0,8,10,124.63,115.9,0.41,59,0.59,41,14,12,11,11,0,0,1,1,7,4
1705,20-21,Apr 09 2021,24,OB,Vejle,0,1,0,0,11,11,118.68,117.52,0.46,54,0.54,46,17,9,6,14,0,0,4,2,6,4
1706,20-21,Apr 11 2021,24,Randers,Nordsjælland,3,4,1,3,17,7,116.85,122.09,0.48,52,0.52,48,5,9,11,19,0,0,0,0,3,7
1707,20-21,Apr 11 2021,24,Sønderjyske,Horsens,2,3,2,0,15,13,121.66,120.2,0.55,45,0.45,55,13,11,15,15,0,0,2,0,3,7
1708,20-21,Apr 11 2021,24,Brøndby,København,1,3,0,1,6,6,107.79,111.88,0.43,57,0.57,43,11,11,8,10,0,0,2,0,1,6
1709,20-21,Apr 11 2021,24,AGF,Midtjylland,1,4,0,1,8,18,117.56,112.02,0.46,54,0.54,46,15,15,10,18,0,0,6,2,7,3
1710,20-21,Apr 12 2021,24,Lyngby,AaB,2,2,0,0,21,8,121.13,125.98,0.48,52,0.52,48,8,10,9,8,0,0,1,1,7,8
1711,20-21,Apr 16 2021,25,Vejle,AaB,1,1,0,1,10,10,117.47,124.21,0.46,54,0.54,46,13,13,5,13,0,0,1,3,4,4
1712,20-21,Apr 18 2021,25,Horsens,Lyngby,1,3,0,1,8,13,119.23,123.37,0.53,47,0.47,53,15,12,14,7,0,0,2,0,7,8
1713,20-21,Apr 18 2021,25,OB,Sønderjyske,1,1,1,0,14,11,114.18,113.36,0.41,59,0.59,41,11,7,10,9,0,1,3,1,7,4
1714,20-21,Apr 18 2021,25,København,Nordsjælland,2,2,1,1,5,7,112.97,116.08,0.73,27,0.27,73,11,12,11,7,1,0,2,3,5,5
1715,20-21,Apr 18 2021,25,Brøndby,AGF,2,2,1,2,15,12,119.91,109.64,0.31,69,0.69,31,7,6,16,16,1,0,4,2,4,4
1716,20-21,Apr 19 2021,25,Randers,Midtjylland,0,0,0,0,7,25,127.34,123.24,0.53,47,0.47,53,11,10,10,16,0,0,1,3,9,2
1717,20-21,Apr 21 2021,26,Lyngby,Sønderjyske,0,1,0,1,12,9,114.59,114.59,0.37,63,0.63,37,14,18,9,8,1,0,4,2,7,2
1718,20-21,Apr 21 2021,26,AaB,OB,3,2,1,0,12,17,115.62,111.02,0.53,47,0.47,53,12,13,12,5,0,0,2,1,3,2
1719,20-21,Apr 21 2021,26,Nordsjælland,Brøndby,0,3,0,1,10,14,120.05,117.7,0.5,50,0.5,50,10,6,8,18,0,0,2,1,5,4
1720,20-21,Apr 22 2021,26,AGF,Randers,2,0,1,0,16,14,125,117.93,0.57,43,0.43,57,11,14,13,13,0,0,3,3,1,9
1721,20-21,Apr 22 2021,26,Vejle,Horsens,3,0,2,0,13,5,109.53,117.49,0.47,53,0.53,47,8,18,13,10,0,0,0,2,4,9
1722,20-21,Apr 22 2021,26,Midtjylland,København,4,1,1,0,11,8,116.3,114.34,0.56,44,0.44,56,17,15,6,15,0,0,3,2,10,6
1723,20-21,Apr 25 2021,27,Horsens,AaB,1,0,0,0,9,9,117.67,121.39,0.65,35,0.35,65,21,16,11,18,0,0,2,1,5,4
1724,20-21,Apr 25 2021,27,Sønderjyske,Vejle,1,0,0,0,12,11,118.64,116.41,0.66,34,0.34,66,11,7,11,6,0,0,0,0,4,7
1725,20-21,Apr 25 2021,27,Brøndby,Randers,2,0,1,0,9,13,113.85,118.25,0.51,49,0.49,51,6,3,11,16,0,0,1,0,4,3
1726,20-21,Apr 25 2021,27,OB,Lyngby,2,0,2,0,8,10,112.93,110.93,0.7,30,0.3,70,18,15,8,12,0,0,2,1,8,7
1727,20-21,Apr 25 2021,27,AGF,København,1,2,1,1,22,11,119.96,118.85,0.53,47,0.47,53,19,14,11,6,0,0,3,4,5,4
1728,20-21,Apr 26 2021,27,Nordsjælland,Midtjylland,3,2,1,1,15,23,125.5,122.51,0.54,46,0.46,54,16,7,9,8,0,0,5,2,3,11
1729,20-21,Apr 30 2021,28,Horsens,Vejle,3,3,2,0,13,23,123.06,123.36,0.7,30,0.3,70,15,14,9,7,0,0,1,4,4,2
1730,20-21,Apr 30 2021,28,AaB,Lyngby,4,0,2,0,22,10,117.96,117.98,0.48,52,0.52,48,16,8,7,12,0,0,2,0,11,3
1731,20-21,May 02 2021,28,Sønderjyske,OB,2,0,0,0,14,16,116.59,121.79,0.56,44,0.44,56,9,12,11,14,0,0,1,3,12,1
1732,20-21,May 02 2021,28,Randers,Brøndby,4,2,1,1,10,19,119.95,112.66,0.6,40,0.4,60,8,13,16,14,0,0,4,1,8,1
1733,20-21,May 02 2021,28,Midtjylland,Nordsjælland,3,0,2,0,22,4,116.42,111.47,0.51,49,0.49,51,6,10,15,10,0,0,0,1,1,3
1734,20-21,May 03 2021,28,København,AGF,3,2,3,0,8,7,117.02,110.79,0.61,39,0.39,61,17,14,7,14,0,0,4,3,7,3
1735,20-21,May 07 2021,29,OB,AaB,1,0,1,0,14,13,114.3,111.84,0.58,42,0.42,58,6,14,13,11,0,0,2,1,3,5
1736,20-21,May 09 2021,29,Lyngby,Horsens,3,4,0,2,17,9,119.75,125.33,0.28,72,0.72,28,14,16,9,10,0,0,2,2,3,8
1737,20-21,May 09 2021,29,Vejle,Sønderjyske,4,2,1,0,18,8,121.03,122.3,0.53,47,0.47,53,12,6,21,16,0,0,2,3,6,4
1738,20-21,May 09 2021,29,Randers,AGF,0,1,0,1,9,18,127.26,116.1,0.55,45,0.45,55,14,8,11,15,0,0,4,2,1,4
1739,20-21,May 09 2021,29,Brøndby,Midtjylland,3,1,1,1,8,13,106.44,113.8,0.37,63,0.63,37,7,6,16,16,0,1,1,0,1,1
1740,20-21,May 10 2021,29,Nordsjælland,København,2,2,0,0,11,20,128.72,128.94,0.56,44,0.44,56,10,10,7,11,0,0,1,3,7,2
1741,20-21,May 14 2021,30,Vejle,OB,2,2,2,1,14,18,124.24,121.58,0.57,43,0.43,57,10,11,16,8,0,0,3,4,4,3
1742,20-21,May 16 2021,30,Midtjylland,Randers,1,1,0,1,20,7,112.2,115.91,0.34,66,0.66,34,9,15,10,13,0,0,1,5,4,1
1743,20-21,May 16 2021,30,AaB,Horsens,1,1,0,1,10,9,117.88,116.18,0.45,55,0.55,45,12,18,17,9,0,0,1,2,5,8
1744,20-21,May 16 2021,30,København,Brøndby,2,1,1,1,23,10,117.27,117.84,0.43,57,0.57,43,10,11,11,6,0,1,2,5,1,9
1745,20-21,May 16 2021,30,AGF,Nordsjælland,3,1,2,1,18,8,111.43,111.01,0.57,43,0.43,57,3,7,16,15,0,0,2,3,7,0
1746,20-21,May 17 2021,30,Sønderjyske,Lyngby,2,0,1,0,19,19,116.31,120.04,0.6,40,0.4,60,17,8,22,8,0,0,1,0,6,4
1747,20-21,May 19 2021,31,AaB,Vejle,2,1,0,1,16,8,115.89,111.24,0.42,58,0.58,42,10,13,10,17,0,1,3,2,4,5
1748,20-21,May 19 2021,31,Nordsjælland,Randers,2,1,2,1,7,15,117.86,117.2,0.53,47,0.47,53,7,10,6,10,1,0,1,1,7,2
1749,20-21,May 19 2021,31,København,Midtjylland,4,2,2,2,15,12,113.05,116.66,0.44,56,0.56,44,14,8,10,6,0,1,2,3,7,1
1750,20-21,May 20 2021,31,Horsens,Sønderjyske,1,2,1,0,12,14,113.45,116.61,0.56,44,0.44,56,9,11,9,12,0,0,2,2,7,4
1751,20-21,May 20 2021,31,Lyngby,OB,1,2,0,1,18,11,118.48,113.86,0.41,59,0.59,41,13,12,15,10,0,0,1,2,3,6
1752,20-21,May 20 2021,31,AGF,Brøndby,1,2,1,1,19,7,122.4,120.58,0.37,63,0.63,37,19,12,4,12,0,1,2,3,2,6
1753,20-21,May 24 2021,32,Sønderjyske,AaB,0,4,0,2,15,16,121.18,118.42,0.52,48,0.48,52,8,12,7,10,0,0,1,3,8,3
1754,20-21,May 24 2021,32,Vejle,Lyngby,2,2,1,2,12,20,122.82,127.67,0.44,56,0.56,44,14,19,15,14,0,0,5,2,6,6
1755,20-21,May 24 2021,32,OB,Horsens,4,0,2,0,12,9,116.89,120.87,0.38,62,0.62,38,10,7,14,9,0,0,0,1,1,5
1756,20-21,May 24 2021,32,Brøndby,Nordsjælland,2,0,1,0,16,4,122.18,124.74,0.47,53,0.53,47,5,10,13,10,0,0,1,0,10,6
1757,20-21,May 24 2021,32,Midtjylland,AGF,4,0,2,0,15,11,106.41,113.63,0.46,54,0.54,46,3,10,16,12,0,0,0,1,0,6
1758,20-21,May 24 2021,32,Randers,København,2,1,0,0,18,10,118.72,121.31,0.51,49,0.49,51,9,5,15,9,0,1,0,1,4,9
1759,20-21,May 28 2021,32,AGF,AaB,2,2,1,0,14,16,117.47,117.96,0.57,43,0.43,57,9,15,11,11,0,0,3,6,2,3
1760,21-22,Jul 16 2021,1,Midtjylland,OB,1,2,0,1,16,14,120.43,116.79,0.43,57,0.57,43,12,21,9,15,0,0,0,3,7,5
1761,21-22,Jul 18 2021,1,Nordsjælland,Viborg,1,2,1,1,21,12,116.13,119.53,0.44,56,0.56,44,12,20,5,10,0,0,3,5,4,10
1762,21-22,Jul 18 2021,1,Vejle,Randers,0,2,0,2,11,14,123.77,123.46,0.46,54,0.54,46,11,12,11,8,0,0,1,2,10,3
1763,21-22,Jul 18 2021,1,København,AaB,2,2,1,1,14,9,114.54,117.92,0.49,51,0.51,49,9,13,13,4,1,0,1,1,8,3
1764,21-22,Jul 18 2021,1,AGF,Brøndby,1,1,1,1,11,16,115.38,114.28,0.58,42,0.42,58,11,15,5,7,0,0,1,2,13,2
1765,21-22,Jul 19 2021,1,Silkeborg,Sønderjyske,0,0,0,0,15,10,120.54,122.71,0.33,67,0.67,33,8,3,6,8,0,0,0,2,4,7
1766,21-22,Jul 24 2021,2,AaB,Midtjylland,0,1,0,1,5,19,113.37,112.59,0.39,61,0.61,39,16,6,13,11,0,0,1,1,5,4
1767,21-22,Jul 25 2021,2,Nordsjælland,AGF,0,0,0,0,15,7,123.1,119.27,0.31,69,0.69,31,15,14,9,11,0,0,4,2,7,8
1768,21-22,Jul 25 2021,2,Randers,OB,1,1,1,1,13,13,122.01,119.25,0.43,57,0.57,43,16,10,10,8,0,0,2,1,1,7
1769,21-22,Jul 25 2021,2,København,Silkeborg,0,0,0,0,13,15,121.76,118.49,0.48,52,0.52,48,8,8,13,14,0,0,3,0,1,2
1770,21-22,Jul 25 2021,2,Brøndby,Viborg,1,1,1,0,13,14,112.58,108.1,0.46,54,0.54,46,7,8,13,8,0,0,3,5,4,4
1771,21-22,Jul 26 2021,2,Sønderjyske,Vejle,1,0,0,0,12,16,114.29,108.41,0.54,46,0.46,54,8,14,6,7,0,0,0,3,6,3
1772,21-22,Jul 31 2021,3,Viborg,Midtjylland,0,2,0,0,13,17,114.2,109.29,0.47,53,0.53,47,5,8,18,16,0,0,1,2,8,2
1773,21-22,Aug 01 2021,3,AGF,Randers,1,2,0,1,15,8,109.11,108.06,0.46,54,0.54,46,11,12,10,13,0,0,2,2,5,5
1774,21-22,Aug 01 2021,3,Silkeborg,AaB,0,0,0,0,11,17,120.11,116.09,0.48,52,0.52,48,9,11,7,18,0,0,1,4,2,7
1775,21-22,Aug 01 2021,3,Vejle,Brøndby,2,2,1,1,19,16,111.06,112.56,0.51,49,0.49,51,6,13,8,16,0,0,1,2,3,6
1776,21-22,Aug 01 2021,3,OB,København,0,2,0,1,20,16,118.53,116.28,0.44,56,0.56,44,10,4,12,11,0,0,0,1,6,2
1777,21-22,Aug 02 2021,3,Sønderjyske,Nordsjælland,0,2,0,1,8,18,112.91,117.33,0.54,46,0.46,54,7,16,11,8,0,1,1,2,12,5
1778,21-22,Aug 06 2021,4,Silkeborg,Viborg,4,1,1,0,14,21,111.26,113.01,0.49,51,0.51,49,9,12,11,18,0,0,2,3,2,6
1779,21-22,Aug 06 2021,4,Midtjylland,Vejle,4,1,1,0,29,6,112.92,114.5,0.44,56,0.56,44,15,8,11,9,0,0,2,4,9,2
1780,21-22,Aug 08 2021,4,Randers,Sønderjyske,1,0,1,0,18,17,113.24,111.87,0.59,41,0.41,59,5,9,12,9,0,0,2,1,11,1
1781,21-22,Aug 08 2021,4,København,Brøndby,4,2,2,1,15,11,113.1,117.53,0.58,42,0.42,58,9,10,10,9,0,0,3,3,4,3
1782,21-22,Aug 08 2021,4,AaB,AGF,2,0,1,0,8,17,119.1,122.62,0.53,47,0.47,53,21,15,6,7,0,0,2,4,7,1
1783,21-22,Aug 09 2021,4,Nordsjælland,OB,3,1,1,0,15,7,117.64,115.76,0.53,47,0.47,53,11,9,13,12,0,0,1,2,11,9
1784,21-22,Aug 13 2021,5,Sønderjyske,Midtjylland,0,2,0,1,14,15,112.07,114.98,0.39,61,0.61,39,9,9,11,19,0,1,2,1,9,3
1785,21-22,Aug 13 2021,5,Viborg,Randers,1,2,1,2,32,11,120.44,125.99,0.44,56,0.56,44,5,5,11,13,0,0,4,1,7,6
1786,21-22,Aug 13 2021,5,Brøndby,Nordsjælland,0,1,0,0,10,10,121.29,119.68,0.42,58,0.58,42,5,15,7,18,0,0,1,4,7,3
1787,21-22,Aug 15 2021,5,OB,Silkeborg,1,1,0,0,11,18,123.29,123.04,0.61,39,0.39,61,7,11,9,9,0,0,1,2,3,12
1788,21-22,Aug 15 2021,5,AGF,København,1,3,0,2,12,14,126.5,126.5,0.5,50,0.5,50,9,15,6,10,0,0,1,4,4,4
1789,21-22,Aug 16 2021,5,Vejle,AaB,0,1,0,1,11,23,118,113.94,0.5,50,0.5,50,9,15,16,8,0,0,1,2,9,3
1790,21-22,Aug 20 2021,6,Midtjylland,Silkeborg,3,0,2,0,17,13,115.73,114.88,0.59,41,0.41,59,5,5,8,10,0,0,0,2,2,6
1791,21-22,Aug 21 2021,6,OB,Brøndby,2,2,0,2,22,15,110.36,115.7,0.49,51,0.51,49,8,8,9,17,0,0,0,2,8,2
1792,21-22,Aug 22 2021,6,Randers,AaB,1,1,1,1,10,11,112.56,112.89,0.55,45,0.45,55,14,7,12,10,0,0,6,3,14,3
1793,21-22,Aug 22 2021,6,København,Sønderjyske,2,0,0,0,21,10,123.62,117.71,0.34,66,0.66,34,6,13,7,11,0,0,1,1,11,1
1794,21-22,Aug 22 2021,6,Viborg,AGF,2,0,2,0,20,18,113.21,105.65,0.53,47,0.47,53,11,16,6,13,0,0,4,2,9,4
1795,21-22,Aug 23 2021,6,Nordsjælland,Vejle,3,1,2,0,13,12,112.39,110.66,0.42,58,0.58,42,12,10,14,10,0,0,0,2,3,7
1796,21-22,Aug 27 2021,7,AaB,Nordsjælland,2,1,1,1,12,11,116.7,118.27,0.61,39,0.39,61,14,12,13,13,0,0,2,1,2,4
1797,21-22,Aug 29 2021,7,Sønderjyske,Viborg,2,2,1,1,26,14,106.44,111.87,0.49,51,0.51,49,7,19,15,13,0,0,0,5,6,1
1798,21-22,Aug 29 2021,7,Silkeborg,Randers,2,1,1,0,12,18,117.95,117.07,0.49,51,0.51,49,4,3,6,10,0,0,0,1,5,3
1799,21-22,Aug 29 2021,7,Vejle,København,0,4,0,2,4,24,110.34,113.39,0.73,27,0.27,73,11,8,9,14,0,0,1,2,5,8
1800,21-22,Aug 29 2021,7,AGF,OB,2,2,2,1,12,15,115.34,112.72,0.66,34,0.34,66,17,18,9,10,0,0,5,5,13,6
1801,21-22,Aug 29 2021,7,Brøndby,Midtjylland,2,0,0,0,10,18,116.02,118.9,0.53,47,0.47,53,11,14,8,11,0,0,0,2,3,3
1802,21-22,Sep 10 2021,8,Midtjylland,Nordsjælland,2,0,0,0,15,12,105.41,114.57,0.59,41,0.41,59,5,14,18,9,0,0,1,2,2,4
1803,21-22,Sep 10 2021,8,Brøndby,Silkeborg,1,1,1,1,20,15,116,117.74,0.45,55,0.55,45,3,4,15,15,0,0,1,1,5,4
1804,21-22,Sep 12 2021,8,Viborg,AaB,2,3,1,1,19,18,112.16,109.39,0.47,53,0.53,47,9,8,15,13,0,0,2,1,2,4
1805,21-22,Sep 12 2021,8,Randers,København,0,2,0,1,12,10,119.31,115.68,0.47,53,0.53,47,11,7,14,10,0,0,1,1,4,7
1806,21-22,Sep 12 2021,8,AGF,Vejle,1,0,0,0,16,16,119.61,121.67,0.55,45,0.45,55,11,15,13,9,0,0,0,3,4,9
1807,21-22,Sep 13 2021,8,OB,Sønderjyske,2,1,2,1,13,18,114.96,114.64,0.54,46,0.46,54,5,13,7,19,0,0,1,3,2,7
1808,21-22,Sep 17 2021,9,AaB,OB,2,0,0,0,20,10,116.88,119.04,0.45,55,0.55,45,11,6,9,13,0,0,6,3,9,3
1809,21-22,Sep 19 2021,9,Vejle,Viborg,1,1,1,1,20,16,118.56,114.65,0.55,45,0.45,55,5,14,9,11,0,0,1,1,5,5
1810,21-22,Sep 19 2021,9,Randers,Nordsjælland,3,2,3,2,21,15,119.36,118.15,0.54,46,0.46,54,13,8,12,14,0,0,1,2,6,4
1811,21-22,Sep 19 2021,9,Sønderjyske,Brøndby,1,0,0,0,20,12,114.84,112.05,0.67,33,0.33,67,13,10,5,9,0,0,2,5,11,0
1812,21-22,Sep 19 2021,9,København,Midtjylland,0,1,0,0,15,9,113.32,115.6,0.28,72,0.72,28,13,6,18,10,0,1,3,1,2,7
1813,21-22,Sep 20 2021,9,Silkeborg,AGF,0,2,0,0,12,8,114.37,113.04,0.33,67,0.67,33,8,20,18,13,0,0,2,3,2,5
1814,21-22,Sep 26 2021,10,Midtjylland,Randers,1,0,1,0,10,14,115.99,113.3,0.58,42,0.42,58,9,12,12,8,0,0,2,3,4,5
1815,21-22,Sep 26 2021,10,Viborg,OB,1,1,1,0,18,14,121.61,120.59,0.44,56,0.56,44,13,9,7,18,0,0,2,2,4,8
1816,21-22,Sep 26 2021,10,Nordsjælland,København,1,5,0,1,14,13,112.18,116,0.43,57,0.57,43,7,10,6,4,0,0,0,3,7,4
1817,21-22,Sep 26 2021,10,Brøndby,AaB,2,1,0,1,15,7,112.85,112.92,0.48,52,0.52,48,4,10,11,12,0,0,0,3,5,4
1818,21-22,Sep 26 2021,10,Vejle,Silkeborg,2,4,2,3,13,15,118.42,113.34,0.59,41,0.41,59,7,6,12,3,0,0,4,0,1,4
1819,21-22,Sep 27 2021,10,AGF,Sønderjyske,1,0,1,0,22,15,118.93,118,0.54,46,0.46,54,15,14,10,16,0,0,5,3,1,4
1820,21-22,Oct 01 2021,11,OB,Vejle,6,0,4,0,18,11,118.24,117.19,0.53,47,0.47,53,12,12,12,11,0,0,2,3,2,4
1821,21-22,Oct 03 2021,11,AaB,Sønderjyske,4,0,2,0,20,12,118.45,114.81,0.48,52,0.52,48,13,6,11,10,0,0,1,3,4,4
1822,21-22,Oct 03 2021,11,Silkeborg,Nordsjælland,4,1,2,1,14,16,115.68,115,0.48,52,0.52,48,6,8,9,11,0,0,2,3,1,6
1823,21-22,Oct 03 2021,11,Midtjylland,AGF,4,0,4,0,11,9,111.12,111.14,0.42,58,0.58,42,9,12,10,14,0,0,1,1,3,3
1824,21-22,Oct 03 2021,11,Randers,Brøndby,1,1,1,1,8,11,114.35,110.1,0.54,46,0.46,54,10,7,4,11,0,0,1,2,1,9
1825,21-22,Oct 03 2021,11,København,Viborg,1,1,0,0,14,11,115.78,115.85,0.42,58,0.58,42,6,12,12,15,0,0,2,0,5,3
1826,21-22,Oct 15 2021,12,Viborg,Silkeborg,1,1,0,0,10,22,114.02,114.52,0.64,36,0.36,64,9,8,14,4,0,0,0,0,1,5
1827,21-22,Oct 17 2021,12,Nordsjælland,Midtjylland,2,2,2,0,12,10,110.96,112.57,0.61,39,0.39,61,10,9,19,10,0,0,1,2,9,6
1828,21-22,Oct 17 2021,12,OB,Randers,1,2,1,0,18,23,108.54,104.73,0.46,54,0.54,46,4,13,13,7,0,0,1,0,5,3
1829,21-22,Oct 17 2021,12,Brøndby,Vejle,3,2,1,1,19,16,109.83,109.35,0.39,61,0.61,39,6,10,8,10,0,1,2,3,7,5
1830,21-22,Oct 17 2021,12,Sønderjyske,København,1,1,1,0,9,10,115.53,114.88,0.6,40,0.4,60,8,15,6,9,0,0,2,2,2,2
1831,21-22,Oct 18 2021,12,AGF,AaB,1,0,1,0,7,7,104.94,113.11,0.6,40,0.4,60,13,16,14,10,0,0,3,3,4,3
1832,21-22,Oct 22 2021,13,Vejle,Nordsjælland,2,0,2,0,14,11,111.87,110.22,0.62,38,0.38,62,11,12,13,16,0,0,3,1,3,9
1833,21-22,Oct 24 2021,13,Brøndby,København,2,1,1,0,10,12,117.52,113.73,0.52,48,0.48,52,9,9,9,15,0,0,3,3,4,2
1834,21-22,Oct 24 2021,13,Silkeborg,OB,1,1,0,0,17,15,116.74,111.92,0.4,60,0.6,40,8,7,8,17,0,0,3,0,8,5
1835,21-22,Oct 24 2021,13,Randers,AGF,1,0,1,0,21,11,112.73,109.53,0.42,58,0.58,42,11,15,11,5,0,0,3,5,6,5
1836,21-22,Oct 24 2021,13,Midtjylland,Sønderjyske,3,2,1,1,24,16,112.29,115.14,0.38,62,0.62,38,13,11,9,13,0,0,0,1,2,7
1837,21-22,Oct 25 2021,13,AaB,Viborg,2,5,1,2,13,21,114.47,119.19,0.46,54,0.54,46,5,15,18,6,0,0,0,0,12,0
1838,21-22,Oct 31 2021,14,Nordsjælland,AaB,0,2,0,1,11,7,110.57,113.09,0.41,59,0.59,41,7,6,6,8,0,0,3,1,10,0
1839,21-22,Oct 31 2021,14,Randers,Midtjylland,1,3,0,2,10,12,122.81,123.08,0.49,51,0.51,49,15,10,9,8,0,0,3,4,6,6
1840,21-22,Oct 31 2021,14,København,Vejle,3,0,2,0,14,6,116.85,111.96,0.47,53,0.53,47,11,10,18,15,0,0,2,3,2,6
1841,21-22,Oct 31 2021,14,Viborg,Brøndby,0,1,0,0,11,16,115.24,117.77,0.59,41,0.41,59,13,12,13,8,0,0,2,2,14,5
1842,21-22,Oct 31 2021,14,Sønderjyske,Silkeborg,0,6,0,1,6,19,112.51,107.96,0.57,43,0.43,57,8,7,14,6,0,0,2,0,5,5
1843,21-22,Nov 01 2021,14,OB,AGF,0,0,0,0,16,15,112.24,115.64,0.41,59,0.59,41,13,10,10,8,0,0,1,1,8,3
1844,21-22,Nov 05 2021,15,Viborg,Nordsjælland,2,2,1,2,16,12,107.43,109.15,0.43,57,0.57,43,13,12,9,16,1,0,3,1,10,5
1845,21-22,Nov 07 2021,15,AaB,Randers,1,1,1,0,10,9,112.92,113.84,0.47,53,0.53,47,10,12,5,14,1,0,1,2,3,6
1846,21-22,Nov 07 2021,15,Vejle,Sønderjyske,3,1,1,0,14,13,115.12,114.44,0.45,55,0.55,45,14,15,10,11,0,0,3,1,7,8
1847,21-22,Nov 07 2021,15,AGF,Midtjylland,3,0,3,0,9,16,115.96,113.72,0.65,35,0.35,65,26,10,15,13,0,0,2,3,3,6
1848,21-22,Nov 07 2021,15,Brøndby,OB,2,1,1,1,15,16,111.57,119.37,0.44,56,0.56,44,14,9,10,14,0,0,0,1,1,5
1849,21-22,Nov 07 2021,15,Silkeborg,København,0,0,0,0,15,8,113.23,115.36,0.43,57,0.57,43,5,11,14,12,0,0,1,1,3,5
1850,21-22,Nov 19 2021,16,OB,Viborg,2,3,0,2,7,15,108.97,109.89,0.44,56,0.56,44,15,22,19,16,1,0,2,6,3,4
1851,21-22,Nov 21 2021,16,Nordsjælland,Silkeborg,1,1,1,0,9,16,109.23,111.8,0.63,37,0.37,63,16,10,6,20,0,0,3,3,9,5
1852,21-22,Nov 21 2021,16,Randers,Vejle,4,1,1,1,22,8,114.67,113.03,0.38,62,0.62,38,14,10,9,11,0,0,2,1,3,4
1853,21-22,Nov 21 2021,16,København,AGF,1,1,1,0,18,11,117.31,113.62,0.44,56,0.56,44,15,17,13,10,0,0,5,3,4,1
