index,season,matchday,h_team,a_team,h_goals,a_goals,h_ht_goals,a_ht_goals,h_shots_on_goal,a_shots_on_goal,h_distance,a_distance,h_total_passes,a_total_passes,h_success_passes,a_success_passes,h_failed_passes,a_failed_passes,h_pass_ratio,a_pass_ratio,a_possession,h_possession (in percent),h_possession,a_possession (in percent),h_tackle_ratio,a_tackle_ratio,h_fouls,a_fouls,h_got_fouled,a_got_fouled,h_offside,a_offside,h_corners,a_corners
1839,21-22,14,Randers,Midtjylland,1,3,0,2,10,12,122.81,123.08,763,267,660,172,103,95,0.87,0.64,0.49,51,0.51,49,0.5,0.5,15,10,9,8,3,0,6,6
1840,21-22,14,København,Vejle,3,0,2,0,14,6,116.85,111.96,377,411,281,312,96,99,0.75,0.76,0.47,53,0.53,47,0.5,0.5,11,10,18,15,3,1,2,6
1841,21-22,14,Viborg,Brøndby,0,1,0,0,11,16,115.24,117.77,639,308,558,236,81,72,0.87,0.77,0.59,41,0.41,59,0.51,0.49,13,12,13,8,2,1,14,5
1842,21-22,14,SønderjyskE,Silkeborg,0,6,0,1,6,19,112.51,107.96,400,372,312,285,88,87,0.78,0.77,0.57,43,0.43,57,0.61,0.39,8,7,14,6,0,2,5,5
1843,21-22,14,OB,AGF,0,0,0,0,16,15,112.24,115.64,519,351,418,249,101,102,0.81,0.71,0.41,59,0.59,41,0.48,0.52,13,10,10,8,1,2,8,3
1844,21-22,15,Viborg,Nordsjælland,2,2,1,2,16,12,107.43,109.15,250,567,158,468,92,99,0.63,0.83,0.43,57,0.57,43,0.48,0.52,13,12,9,16,2,4,10,5
1845,21-22,15,AaB,Randers,1,1,1,0,10,9,112.92,113.84,325,605,231,516,94,89,0.71,0.85,0.47,53,0.53,47,0.47,0.53,10,12,5,14,3,1,3,6
1846,21-22,15,Vejle,SønderjyskE,3,1,1,0,14,13,115.12,114.44,232,675,152,590,80,85,0.66,0.87,0.45,55,0.55,45,0.47,0.53,14,15,10,11,2,1,7,8
1847,21-22,15,AGF,Midtjylland,3,0,3,0,9,16,115.96,113.72,510,425,430,325,80,100,0.84,0.76,0.65,35,0.35,65,0.5,0.5,26,10,15,13,5,1,3,6
1848,21-22,15,Brøndby,OB,2,1,1,1,15,16,111.57,119.37,296,644,217,567,79,77,0.73,0.88,0.44,56,0.56,44,0.44,0.56,14,9,10,14,1,1,1,5
1849,21-22,15,Silkeborg,København,0,0,0,0,15,8,113.23,115.36,378,422,299,334,79,88,0.79,0.79,0.43,57,0.57,43,0.54,0.46,5,11,14,12,1,0,3,5
1850,21-22,16,OB,Viborg,2,3,0,2,7,15,108.97,109.89,382,322,265,216,117,106,0.69,0.67,0.44,56,0.56,44,0.49,0.51,15,22,19,16,3,2,3,4
1851,21-22,16,Nordsjælland,Silkeborg,1,1,1,0,9,16,109.23,111.8,398,335,320,243,78,92,0.8,0.73,0.63,37,0.37,63,0.45,0.55,16,10,6,20,3,1,9,5
1852,21-22,16,Randers,Vejle,4,1,1,1,22,8,114.67,113.03,353,704,278,621,75,83,0.79,0.88,0.38,62,0.62,38,0.52,0.48,14,10,9,11,2,1,3,4
1853,21-22,16,København,AGF,1,1,1,0,18,11,117.31,113.62,408,524,314,431,94,93,0.77,0.82,0.44,56,0.56,44,0.58,0.42,15,17,13,10,1,3,4,1
1854,21-22,16,Midtjylland,Brøndby,1,2,1,2,13,13,110.27,116.44,496,383,393,280,103,103,0.79,0.73,0.5,50,0.5,50,0.47,0.53,15,13,10,15,1,5,2,5
1855,21-22,16,SønderjyskE,AaB,1,3,1,1,14,11,116.33,119.63,469,502,389,410,80,92,0.83,0.82,0.59,41,0.41,59,0.51,0.49,10,11,19,17,4,3,9,5
1856,21-22,17,AGF,Silkeborg,1,1,1,0,16,24,109.57,110.9,659,325,580,248,79,77,0.88,0.76,0.66,34,0.34,66,0.48,0.52,4,8,12,16,1,0,10,1
1857,21-22,17,OB,Nordsjælland,2,0,1,0,22,13,118.68,115.59,632,219,547,137,85,82,0.87,0.63,0.59,41,0.41,59,0.5,0.5,7,7,11,8,4,4,19,0
1858,21-22,17,Viborg,SønderjyskE,1,1,1,1,9,18,118.69,118.81,531,320,429,224,102,96,0.81,0.7,0.59,41,0.41,59,0.54,0.46,16,10,14,8,2,2,8,3
1859,21-22,17,Brøndby,Randers,1,0,1,0,15,13,112.73,110.75,391,353,298,263,93,90,0.76,0.75,0.48,52,0.52,48,0.48,0.52,7,12,15,6,1,0,5,6
1860,21-22,17,AaB,København,1,3,1,3,8,15,116.34,112.72,528,388,451,326,77,62,0.85,0.84,0.42,58,0.58,42,0.45,0.55,10,15,10,13,1,4,5,3
1861,21-22,17,Vejle,Midtjylland,1,1,0,0,8,14,126.39,119.15,255,762,162,666,93,96,0.64,0.87,0.62,38,0.38,62,0.32,0.68,9,12,2,13,2,2,7,4
1862,21-22,18,SønderjyskE,AGF,2,3,2,1,17,14,115.8,111.07,570,283,476,190,94,93,0.84,0.67,0.65,35,0.35,65,0.56,0.44,16,10,12,9,0,1,4,2
1863,21-22,18,Midtjylland,AaB,0,2,0,1,23,11,113.63,112.59,472,326,371,215,101,111,0.79,0.66,0.38,62,0.62,38,0.52,0.48,17,13,15,14,1,3,4,1
1864,21-22,18,Silkeborg,Vejle,3,0,1,0,19,4,115.72,118.2,345,487,247,399,98,88,0.72,0.82,0.26,74,0.74,26,0.56,0.44,9,10,14,7,1,1,3,8
1865,21-22,18,Nordsjælland,Brøndby,0,2,0,0,13,19,112.87,115.13,347,695,263,607,84,88,0.76,0.87,0.38,62,0.62,38,0.47,0.53,10,7,11,9,3,5,3,3
1866,21-22,18,København,OB,2,0,1,0,18,19,107.84,106.69,409,373,337,314,72,59,0.82,0.84,0.63,37,0.37,63,0.51,0.49,6,11,11,16,0,0,6,3
1867,21-22,18,Randers,Viborg,0,1,0,1,14,15,116.98,110.13,242,522,148,419,94,103,0.61,0.8,0.45,55,0.55,45,0.41,0.59,9,10,8,8,2,4,2,11
1868,21-22,19,Vejle,AGF,3,2,2,2,13,18,112.66,113.4,409,378,301,288,108,90,0.74,0.76,0.56,44,0.44,56,0.43,0.57,17,17,17,22,1,4,4,7
1869,21-22,19,AaB,Silkeborg,1,4,0,0,9,14,115.14,115.91,339,408,240,313,99,95,0.71,0.77,0.54,46,0.46,54,0.51,0.49,11,12,10,23,0,2,7,4
1870,21-22,19,Nordsjælland,Randers,0,0,0,0,10,18,121.72,118.39,362,760,275,667,87,93,0.76,0.88,0.42,58,0.58,42,0.43,0.57,13,8,4,11,1,2,3,6
1871,21-22,19,Viborg,København,0,2,0,1,13,11,110.65,111.72,572,269,489,184,83,85,0.85,0.68,0.43,57,0.57,43,0.53,0.47,4,7,6,11,0,2,12,4
1872,21-22,19,OB,Midtjylland,2,2,0,0,7,19,112.71,113.1,368,431,276,345,92,86,0.75,0.8,0.48,52,0.52,48,0.48,0.52,19,11,12,17,0,3,3,5
1873,21-22,19,Brøndby,SønderjyskE,1,0,1,0,16,8,121.34,119.96,461,428,346,319,115,109,0.75,0.75,0.35,65,0.65,35,0.6,0.4,14,10,14,7,2,0,5,5
1874,21-22,20,Midtjylland,Viborg,3,1,3,1,16,12,108.31,104.64,558,358,481,282,77,76,0.86,0.79,0.58,42,0.42,58,0.54,0.46,8,15,20,15,2,1,12,4
1875,21-22,20,København,Randers,3,0,1,0,18,19,120.09,115.62,757,365,678,272,79,93,0.9,0.75,0.5,50,0.5,50,0.45,0.55,6,6,10,10,2,1,8,1
1876,21-22,20,SønderjyskE,OB,2,2,0,2,12,10,115.99,118.98,325,510,226,410,99,100,0.7,0.8,0.52,48,0.48,52,0.58,0.42,16,9,14,13,3,2,1,8
1877,21-22,20,AaB,Vejle,0,0,0,0,10,11,114.96,115.78,463,292,357,198,106,94,0.77,0.68,0.38,62,0.62,38,0.47,0.53,15,13,13,13,1,2,7,4
1878,21-22,20,Silkeborg,Brøndby,0,1,0,0,14,6,114.35,112.98,479,539,407,463,72,76,0.85,0.86,0.31,69,0.69,31,0.5,0.5,3,5,13,12,3,1,4,7
1879,21-22,20,AGF,Nordsjælland,2,3,1,1,6,9,113.42,111.18,476,339,404,250,72,89,0.85,0.74,0.6,40,0.4,60,0.54,0.46,10,6,11,13,5,1,10,4
1880,21-22,21,Nordsjælland,SønderjyskE,1,1,0,1,15,17,115.37,110.48,356,607,259,512,97,95,0.73,0.84,0.36,64,0.64,36,0.47,0.53,11,5,11,18,0,2,5,8
1881,21-22,21,Viborg,Vejle,2,0,1,0,14,12,121.52,121.77,514,472,415,367,99,105,0.81,0.78,0.49,51,0.51,49,0.47,0.53,15,12,18,11,6,2,4,6
1882,21-22,21,Randers,Silkeborg,2,1,1,0,12,16,118.23,117.65,455,393,331,271,124,122,0.73,0.69,0.63,37,0.37,63,0.49,0.51,5,6,12,11,2,0,4,5
1883,21-22,21,Brøndby,AGF,1,1,1,0,16,9,122.45,124.45,619,340,503,224,116,116,0.81,0.66,0.41,59,0.59,41,0.56,0.44,12,10,11,13,2,5,8,4
1884,21-22,21,Midtjylland,København,0,1,0,0,14,12,113.96,114.55,470,436,388,347,82,89,0.83,0.8,0.42,58,0.58,42,0.47,0.53,7,9,11,10,1,1,2,5
1885,21-22,21,OB,AaB,2,3,1,1,16,12,113.11,116.63,426,405,332,296,94,109,0.78,0.73,0.41,59,0.59,41,0.51,0.49,7,13,15,8,0,0,10,1
1886,21-22,22,AGF,Viborg,1,1,1,0,8,21,114.71,114.78,274,830,174,737,100,93,0.64,0.89,0.56,44,0.44,56,0.45,0.55,2,0,9,15,1,2,1,3
1887,21-22,22,København,Nordsjælland,1,0,1,0,19,8,125.48,118.8,350,649,272,554,78,95,0.78,0.85,0.57,43,0.43,57,0.4,0.6,0,1,6,8,2,0,11,5
1888,21-22,22,AaB,Brøndby,3,0,1,0,23,11,121.22,124.16,750,399,677,322,73,77,0.9,0.81,0.43,57,0.57,43,0.5,0.5,12,16,10,8,0,3,9,2
1889,21-22,22,Vejle,OB,2,0,2,0,16,11,109.22,114.15,481,408,405,328,76,80,0.84,0.8,0.63,37,0.37,63,0.58,0.42,9,12,11,9,4,0,5,1
1890,21-22,22,SønderjyskE,Randers,1,1,0,0,10,14,103.98,112.68,438,379,375,306,63,73,0.86,0.81,0.53,47,0.47,53,0.53,0.47,0,1,13,10,3,0,8,4
1891,21-22,22,Silkeborg,Midtjylland,0,1,0,0,11,19,118.44,113.13,448,396,377,321,71,75,0.84,0.81,0.41,59,0.59,41,0.6,0.4,9,10,18,16,0,0,9,2
1892,21-22,1,Viborg,SønderjyskE,2,1,2,0,10,14,122.14,126.97,691,394,605,295,86,99,0.88,0.75,0.48,52,0.52,48,0.52,0.48,13,11,12,9,2,1,9,3
1893,21-22,1,AGF,Vejle,0,0,0,0,6,12,122.46,119.71,718,386,607,272,111,114,0.85,0.7,0.48,52,0.52,48,0.45,0.55,14,11,12,11,5,7,4,0
1894,21-22,1,OB,Nordsjælland,2,1,1,0,9,11,123.24,118.15,394,767,294,659,100,108,0.75,0.86,0.61,39,0.39,61,0.48,0.52,14,12,8,10,1,2,3,11
1895,21-22,1,Brøndby,Randers,0,1,0,1,22,14,122.92,120.03,573,301,485,220,88,81,0.85,0.73,0.45,55,0.55,45,0.55,0.45,12,12,18,8,2,2,7,10
1896,21-22,1,AaB,København,0,1,0,0,8,18,114.03,115.9,422,351,320,250,102,101,0.76,0.71,0.46,54,0.54,46,0.48,0.52,18,10,16,16,2,3,6,4
1897,21-22,1,Midtjylland,Silkeborg,3,2,0,1,15,14,113.44,110.4,572,332,498,254,74,78,0.87,0.77,0.48,52,0.52,48,0.55,0.45,7,3,9,9,4,1,2,7
1898,21-22,2,AaB,Randers,3,0,2,0,12,15,116.11,116.49,413,390,295,257,118,133,0.71,0.66,0.51,49,0.49,51,0.38,0.62,9,4,15,17,3,1,5,4
1899,21-22,2,SønderjyskE,OB,2,2,1,1,11,14,113.01,112.9,472,311,373,218,99,93,0.79,0.7,0.57,43,0.43,57,0.46,0.54,14,13,8,12,3,2,10,1
1900,21-22,2,Nordsjælland,AGF,2,2,0,1,16,6,112.63,113.42,316,591,193,494,123,97,0.61,0.84,0.43,57,0.57,43,0.5,0.5,12,10,10,10,4,1,4,1
1901,21-22,2,Silkeborg,Brøndby,3,0,1,0,20,7,114.26,113.7,514,392,386,278,128,114,0.75,0.71,0.27,73,0.73,27,0.52,0.48,11,5,9,10,3,2,3,3
1902,21-22,2,København,Midtjylland,1,0,0,0,14,12,119.07,115.98,546,483,456,399,90,84,0.84,0.83,0.43,57,0.57,43,0.34,0.66,9,10,11,8,0,1,7,5
1903,21-22,2,Vejle,Viborg,2,2,1,1,7,13,109.03,107.56,458,386,378,304,80,82,0.83,0.79,0.54,46,0.46,54,0.57,0.43,17,10,17,11,0,3,8,1
1904,21-22,3,Randers,Midtjylland,1,3,0,2,17,15,119.21,111.47,204,766,128,693,76,73,0.63,0.9,0.51,49,0.49,51,0.35,0.65,7,7,6,10,3,0,3,7
1905,21-22,3,OB,Vejle,2,1,0,0,9,13,124.39,119.57,346,551,255,437,91,114,0.74,0.79,0.45,55,0.55,45,0.45,0.55,19,9,13,21,1,1,3,4
1906,21-22,3,AGF,Viborg,0,2,0,0,7,23,115.93,116.56,484,403,387,307,97,96,0.8,0.76,0.5,50,0.5,50,0.56,0.44,9,13,15,13,4,1,10,8
1907,21-22,3,Silkeborg,København,3,1,0,0,15,16,119.57,119.54,391,537,297,462,94,75,0.76,0.86,0.55,45,0.45,55,0.6,0.4,6,6,7,6,1,1,6,9
1908,21-22,3,Brøndby,AaB,0,1,0,1,25,7,115.76,114.87,349,474,257,388,92,86,0.74,0.82,0.35,65,0.65,35,0.5,0.5,8,11,14,12,1,3,3,8
1909,21-22,3,Nordsjælland,SønderjyskE,2,0,1,0,16,16,113.14,113,370,405,286,309,84,96,0.77,0.76,0.51,49,0.49,51,0.44,0.56,12,8,9,20,1,1,5,10
1910,21-22,4,Viborg,OB,1,1,1,0,15,16,114.56,119.05,671,343,590,261,81,82,0.88,0.76,0.58,42,0.42,58,0.54,0.46,14,5,15,9,2,4,8,2
1911,21-22,4,SønderjyskE,AGF,2,1,1,1,14,16,112.6,114.9,375,511,296,412,79,99,0.79,0.81,0.51,49,0.49,51,0.5,0.5,17,13,11,17,3,2,4,4
1912,21-22,4,Vejle,Nordsjælland,0,0,0,0,23,5,118.02,117.34,378,592,300,513,78,79,0.79,0.87,0.25,75,0.75,25,0.41,0.59,7,7,9,9,3,1,5,4
1913,21-22,4,København,Brøndby,2,0,0,0,22,10,112.98,112.6,353,484,266,382,87,102,0.75,0.79,0.46,54,0.54,46,0.45,0.55,10,9,6,8,5,1,8,2
1914,21-22,4,Midtjylland,AaB,2,0,2,0,19,9,113.48,106.88,363,382,267,286,96,96,0.74,0.75,0.47,53,0.53,47,0.45,0.55,14,13,16,23,2,1,4,7
1915,21-22,4,Randers,Silkeborg,1,2,1,2,14,14,120.12,117.64,512,333,436,244,76,89,0.85,0.73,0.55,45,0.45,55,0.53,0.47,7,3,13,12,2,0,10,1
1916,21-22,5,SønderjyskE,Vejle,0,1,0,0,13,17,116.71,114.44,438,340,325,236,113,104,0.74,0.69,0.53,47,0.47,53,0.51,0.49,14,11,13,11,3,1,5,3
1917,21-22,5,Nordsjælland,Viborg,2,0,1,0,16,16,123.4,119.61,418,422,311,313,107,109,0.74,0.74,0.55,45,0.45,55,0.51,0.49,9,5,11,12,1,4,5,6
1918,21-22,5,AaB,Silkeborg,1,2,1,1,18,9,118.22,119.46,779,441,733,389,46,52,0.94,0.88,0.47,53,0.53,47,0.53,0.47,13,5,12,7,2,1,4,4
1919,21-22,5,København,Randers,0,1,0,0,12,12,118.95,116.44,641,342,548,256,93,86,0.85,0.75,0.46,54,0.54,46,0.5,0.5,5,15,18,12,1,2,7,2
1920,21-22,5,AGF,OB,1,2,1,0,13,19,114.82,110.22,730,349,642,258,88,91,0.88,0.74,0.58,42,0.42,58,0.43,0.57,14,13,7,10,0,2,3,4
1921,21-22,5,Brøndby,Midtjylland,1,3,1,2,6,20,120.93,121.58,552,370,454,272,98,98,0.82,0.74,0.57,43,0.43,57,0.56,0.44,8,11,8,13,3,4,13,0
1922,21-22,6,Viborg,Nordsjælland,1,1,0,0,9,12,117.21,103.64,391,593,303,506,88,87,0.77,0.85,0.61,39,0.39,61,0.47,0.53,11,3,7,12,2,3,3,0
1923,21-22,6,OB,AGF,1,0,1,0,17,17,117.85,116.17,437,511,350,431,87,80,0.8,0.84,0.44,56,0.56,44,0.47,0.53,8,11,9,17,0,2,5,0
1924,21-22,6,Vejle,SønderjyskE,0,3,0,2,25,12,115.57,110.73,447,377,332,278,115,99,0.74,0.74,0.41,59,0.59,41,0.45,0.55,6,16,9,14,3,1,1,4
1925,21-22,6,Randers,Brøndby,2,1,1,1,7,18,109.13,108.21,301,476,207,384,94,92,0.69,0.81,0.7,30,0.3,70,0.54,0.46,8,7,20,11,0,2,3,4
1926,21-22,6,Midtjylland,København,0,0,0,0,13,11,115.21,115.21,263,544,168,452,95,92,0.64,0.83,0.46,54,0.54,46,0.48,0.52,12,10,10,12,2,3,1,6
1927,21-22,6,Silkeborg,AaB,4,2,2,2,16,12,114.68,115.51,390,477,311,389,79,88,0.8,0.82,0.51,49,0.49,51,0.53,0.47,11,5,14,20,0,0,5,7
1928,21-22,7,Silkeborg,Randers,1,0,0,0,12,5,112.03,117.96,365,586,250,467,115,119,0.68,0.8,0.37,63,0.63,37,0.45,0.55,4,7,11,9,2,2,0,5
1929,21-22,7,Nordsjælland,OB,1,1,0,0,13,9,119.13,124.18,463,392,359,272,104,120,0.78,0.69,0.51,49,0.49,51,0.48,0.52,14,7,15,15,5,1,3,2
1930,21-22,7,Brøndby,København,1,1,0,1,16,13,113.87,113.28,437,317,331,218,106,99,0.76,0.69,0.43,57,0.57,43,0.56,0.44,11,10,16,9,2,0,2,4
1931,21-22,7,AaB,Midtjylland,1,2,0,2,14,18,114.91,111.97,476,303,396,208,80,95,0.83,0.69,0.34,66,0.66,34,0.52,0.48,12,9,12,14,0,4,5,7
1932,21-22,7,AGF,SønderjyskE,1,1,0,1,15,13,119.74,120.24,641,429,561,345,80,84,0.88,0.8,0.46,54,0.54,46,0.63,0.37,11,12,12,11,6,2,2,1
1933,21-22,7,Viborg,Vejle,2,2,0,1,19,6,111.73,110.64,456,382,369,282,87,100,0.81,0.74,0.39,61,0.61,39,0.57,0.43,9,8,10,17,4,0,3,8
1934,21-22,8,SønderjyskE,Nordsjælland,1,1,0,0,19,12,127.95,129.35,451,535,316,410,135,125,0.7,0.77,0.49,51,0.51,49,0.53,0.47,5,8,9,8,3,1,9,0
1935,21-22,8,Randers,AaB,2,2,0,1,21,15,116.41,112.14,389,374,307,279,82,95,0.79,0.75,0.6,40,0.4,60,0.41,0.59,7,8,12,7,3,1,8,10
1936,21-22,8,København,Silkeborg,2,1,1,0,12,9,123.98,128.91,723,355,631,270,92,85,0.87,0.76,0.55,45,0.45,55,0.52,0.48,3,13,7,9,4,5,10,2
1937,21-22,8,Vejle,AGF,1,0,1,0,9,9,121.83,121.22,685,276,582,174,103,102,0.85,0.63,0.61,39,0.39,61,0.61,0.39,17,14,13,10,3,0,13,3
1938,21-22,8,OB,Viborg,1,1,1,1,15,15,109.5,107.99,458,217,365,130,93,87,0.8,0.6,0.49,51,0.51,49,0.52,0.48,14,9,22,13,2,3,12,1
1939,21-22,8,Midtjylland,Brøndby,2,2,0,1,19,10,117.34,118.34,466,478,356,385,110,93,0.76,0.81,0.42,58,0.58,42,0.55,0.45,9,9,15,12,1,6,1,3
1940,21-22,9,Nordsjælland,Vejle,2,1,2,1,16,14,111.44,111.84,268,692,190,621,78,71,0.71,0.9,0.36,64,0.64,36,0.47,0.53,7,12,6,8,3,6,8,6
1941,21-22,9,OB,SønderjyskE,1,1,0,1,20,9,126.13,121.92,368,612,236,486,132,126,0.64,0.79,0.37,63,0.63,37,0.49,0.51,7,9,7,12,1,2,2,6
1942,21-22,9,Randers,København,0,2,0,0,7,20,113.36,111.45,719,317,627,229,92,88,0.87,0.72,0.54,46,0.46,54,0.54,0.46,12,5,15,9,3,6,13,3
1943,21-22,9,AaB,Brøndby,1,3,0,1,11,16,114.8,106.49,423,387,340,311,83,76,0.8,0.8,0.54,46,0.46,54,0.58,0.42,12,12,18,8,3,2,3,3
1944,21-22,9,Viborg,AGF,1,0,1,0,15,9,115.1,112.4,534,306,454,229,80,77,0.85,0.75,0.47,53,0.53,47,0.5,0.5,14,5,13,10,1,2,14,3
1945,21-22,9,Silkeborg,Midtjylland,1,4,0,1,14,13,117.98,119.04,483,387,368,281,115,106,0.76,0.73,0.37,63,0.63,37,0.51,0.49,3,4,13,10,4,2,7,4
1946,21-22,10,AGF,Nordsjælland,2,2,1,1,17,22,117.85,114.37,504,457,403,387,101,70,0.8,0.85,0.65,35,0.35,65,0.53,0.47,13,8,16,11,2,3,2,5
1947,21-22,10,Vejle,OB,2,1,0,1,17,14,120.55,113.96,500,543,407,445,93,98,0.81,0.82,0.59,41,0.41,59,0.57,0.43,12,4,9,13,4,0,2,2
1948,21-22,10,SønderjyskE,Viborg,0,2,0,1,13,18,108.21,110.79,433,341,351,259,82,82,0.81,0.76,0.57,43,0.43,57,0.5,0.5,5,7,14,15,0,1,4,8
1949,21-22,10,København,AaB,3,0,2,0,16,9,122.77,123.67,490,463,388,373,102,90,0.79,0.81,0.38,62,0.62,38,0.46,0.54,5,8,13,10,4,3,6,6
1950,21-22,10,Midtjylland,Randers,3,2,2,1,20,12,118.45,124.62,708,241,618,161,90,80,0.87,0.67,0.46,54,0.54,46,0.61,0.39,5,13,16,9,4,4,8,2
1951,21-22,10,Brøndby,Silkeborg,2,1,1,0,11,19,119.9,117.3,443,427,360,350,83,77,0.81,0.82,0.61,39,0.39,61,0.56,0.44,2,3,15,13,1,0,2,3
1952,21-22,1,AaB,Viborg,1,1,1,1,23,17,117.33,118.33,472,317,357,201,115,116,0.76,0.63,0.48,52,0.52,48,0.47,0.53,13,7,14,14,4,1,9,3
1953,22-23,1,Midtjylland,Randers,1,1,0,0,21,11,121.8,115.39,455,380,362,284,93,96,0.8,0.75,0.42,58,0.58,42,0.47,0.53,7,12,10,13,2,2,8,6
1954,22-23,1,Viborg,AaB,2,1,1,0,19,14,114.55,115.36,467,287,369,185,98,102,0.79,0.64,0.45,55,0.55,45,0.47,0.53,11,7,15,10,2,1,16,1
1955,22-23,1,Lyngby,Silkeborg,2,2,1,0,12,11,116.05,113.11,942,328,884,249,58,79,0.94,0.76,0.62,38,0.38,62,0.58,0.42,11,9,10,8,2,2,6,0
1956,22-23,1,København,Horsens,0,1,0,0,23,9,124.22,122.1,417,619,334,511,83,108,0.8,0.83,0.24,76,0.76,24,0.51,0.49,4,15,5,14,4,2,8,6
1957,22-23,1,Brøndby,AGF,1,0,0,0,18,13,117.85,115.62,323,531,235,444,88,87,0.73,0.84,0.46,54,0.54,46,0.53,0.47,7,10,17,12,5,1,2,5
1958,22-23,1,OB,Nordsjælland,0,2,0,1,12,22,115.71,115.24,378,376,276,266,102,110,0.73,0.71,0.45,55,0.55,45,0.52,0.48,14,10,20,13,1,1,2,7
1959,22-23,2,Midtjylland,Silkeborg,1,3,0,1,11,5,110.87,109.11,351,350,250,243,101,107,0.71,0.69,0.54,46,0.46,54,0.5,0.5,8,5,14,13,0,3,8,2
1960,22-23,2,AGF,Viborg,3,1,1,0,11,8,121.18,117.56,478,385,366,254,112,131,0.77,0.66,0.5,50,0.5,50,0.5,0.5,17,8,11,12,3,3,9,0
1961,22-23,2,Randers,OB,2,2,0,2,25,10,117.34,113.51,437,353,318,223,119,130,0.73,0.63,0.43,57,0.57,43,0.54,0.46,10,7,17,21,1,0,3,5
1962,22-23,2,Brøndby,Nordsjælland,1,3,0,1,12,12,125.49,126.71,478,410,382,320,96,90,0.8,0.78,0.48,52,0.52,48,0.47,0.53,17,14,13,10,2,3,13,6
1963,22-23,2,AaB,København,1,3,0,1,12,14,117.41,122.87,658,212,575,135,83,77,0.87,0.64,0.56,44,0.44,56,0.48,0.52,12,10,7,10,6,5,11,1
1964,22-23,2,Horsens,Lyngby,1,0,1,0,12,16,116.69,117.2,738,272,657,191,81,81,0.89,0.7,0.61,39,0.39,61,0.44,0.56,11,11,12,13,0,3,8,2
1965,22-23,3,OB,Midtjylland,1,5,1,1,8,14,115.1,118.04,359,566,274,472,85,94,0.76,0.83,0.43,57,0.57,43,0.51,0.49,9,10,5,9,0,1,4,7
1966,22-23,3,AGF,Randers,0,0,0,0,15,11,112.23,114.9,389,650,295,560,94,90,0.76,0.86,0.44,56,0.56,44,0.48,0.52,8,10,10,8,2,1,3,5
1967,22-23,3,AaB,Horsens,0,0,0,0,24,12,116.44,113.83,380,610,280,521,100,89,0.74,0.85,0.38,62,0.62,38,0.47,0.53,11,15,9,12,8,2,3,4
1968,22-23,3,Viborg,København,4,2,2,1,14,23,113.77,116.06,442,322,340,213,102,109,0.77,0.66,0.61,39,0.39,61,0.45,0.55,14,9,16,19,1,2,2,3
1969,22-23,3,Silkeborg,Brøndby,2,0,1,0,15,18,104.1,110.96,298,689,224,633,74,56,0.75,0.92,0.48,52,0.52,48,0.49,0.51,5,4,10,11,0,0,3,9
1970,22-23,3,Nordsjælland,Lyngby,2,1,1,0,10,12,119.6,116.75,436,459,341,372,95,87,0.78,0.81,0.46,54,0.54,46,0.57,0.43,10,14,14,20,2,0,5,2
1971,22-23,4,Randers,Horsens,1,0,1,0,13,11,113.03,115.53,390,379,308,287,82,92,0.79,0.76,0.46,54,0.54,46,0.43,0.57,5,7,12,15,3,0,7,6
1972,22-23,4,Lyngby,Midtjylland,3,3,1,3,8,14,115.13,117.66,518,337,440,261,78,76,0.85,0.77,0.46,54,0.54,46,0.39,0.61,11,7,13,13,0,2,8,5
1973,22-23,4,Nordsjælland,Viborg,1,0,1,0,9,18,118.36,123.65,636,509,540,389,96,120,0.85,0.76,0.47,53,0.53,47,0.5,0.5,8,6,5,9,3,3,12,3
1974,22-23,4,København,Brøndby,4,1,3,1,18,10,108.4,104.01,334,397,227,286,107,111,0.68,0.72,0.51,49,0.49,51,0.5,0.5,7,9,14,11,5,1,4,2
1975,22-23,4,OB,AGF,1,2,1,1,14,12,113.2,113.15,375,399,254,280,121,119,0.68,0.7,0.56,44,0.44,56,0.48,0.52,9,18,13,16,4,1,6,1
1976,22-23,4,Silkeborg,AaB,3,1,1,0,20,8,117.09,117.16,681,276,585,187,96,89,0.86,0.68,0.33,67,0.67,33,0.53,0.47,4,5,15,12,4,1,5,4
1977,22-23,5,Horsens,Midtjylland,3,3,0,3,25,10,123.26,123.89,541,374,442,294,99,80,0.82,0.79,0.4,60,0.6,40,0.53,0.47,8,11,15,6,5,2,8,4
1978,22-23,5,København,Randers,1,3,0,0,17,10,116.99,115.52,399,354,316,260,83,94,0.79,0.73,0.34,66,0.66,34,0.54,0.46,4,11,11,13,2,0,12,5
